posted_date,model,inch,release_year,chip,ram,storage,price,title,description,release_price
2025-12-28,macbookpro,14,2024,m4pro,24gb,512gb,2090000,맥북 프로 M4 Pro 14인치 24G 12코어 16코어 512gb 실버,"맥북 프로 14인치 M4 Pro 실버
cpu 12코어 
gpu 16코어 
램 ram 24gb
ssd 512GB

배터리 성능 100%
사이클 13
구매년월 : 25년 5월 15일
보증기간 : 26년 5월 15일
기기 + 충전기 등 풀박스 


대부분 집에서만 사용해서 찍힘 없고 상태 깨끗합니다
블루투스 외부 기기 이용으로 키보드, 트랙패드는 거의 사용을 안했습니다
*유튜브, 웹서핑, 노션 메모 작성 용도

택배 거래는 파손면책동의 및 환불불가 조건으로 보내드립니다

에누리 및 가격 제안 문의는 죄송하지만 사양합니다
감사합니다:)",2790000
2025-12-28,macbookpro,14,2024,m4pro,24gb,512gb,2000000,맥북m4pro 14인치 24g 512gb 스페이스블랙,"박스풀셋
MX2H3KH/A (사양 같은건 검색 해보세요)
기스나 데미지는 아예 없습니다 
M4pro칩 모델이고 올해 12월 29일까지 
보증 남아있으니 점검 받으셔도 됩니다 

예전엔 애케플 점검 받으면서 추가 할 수 있었는데
지금은 잘 모르겠네요 추가 하시려면 확인 해보세요

너무 과한 사양으로 구매했네요 
사실상 유투브 보는게 전부라 다운그레이드하려고
판매합니다 메종키츠네 파우치랑 허브 필요하시면 
같이 드릴게요 

가격대가 있다보니 직거래로 하는게 좋습니다
구매 하실분만 연락 부탁 드립니다",2790000
2025-12-28,macbookpro,14,2024,m4,16gb,1tb,1900000,맥북 프로 M4 14인치,맥북 프로 M4 14인치 M3 스페이스 그레이 모델 1테라 18GB 에요. 배터리 상태도 100%로 양호하고 깔끔하게 관리해서 사용감 거의 없는 최상급 상태입니다. 매직마우스 같이 드립니다.,2660000
2025-12-28,macbookpro,14,2024,m4,16gb,512gb,1700000,2024 맥북 프로 14 M4 16gb 512gb 스페이스 블랙 팝니다.,"[상품명]
2024 맥북 프로 14인치 M4

[상세사양]
- M4 (10코어)
- 램 16gb
- SSD 512gb
- 스페이스 블랙

[구매처/구매일]
- 쿠팡 (2024년 12월 13일 수령)

[상태]
- 매우좋음(A-S급)
- 고무패킹 살짝 눌림 있음(사진참고)
- 배터리 사이클 80회, 효율 100%

[상품설명]
액정필름, 내부필름, 키보드커버, 외부케이스 착용 후 거치해서 사용하여 상태 매우 좋음

[구성품]
- 풀박스(본체, 정품 충전기, 박스)
- 에스티엠굿즈 케이스(애플 공식파트너사, 구매가 69,900원)
- 에스티엠굿즈 파우치(충전기, 마우스 등 들고다니기 좋음)

[옵션(선택)]
- 매직마우스2(사용감 있음): 25,000원
- 매직키보드 터치ID 풀배열(사용감 있음): 100,000원
- 애플케어플러스(보증기간 2028년 4월까지): 250,000원

[거래방식]
- 직거래(북한산보국문역)
- 택배불가
- 현장 네고불가(미리 주시는 합리적인 네고문의는 고려 가능)
- 구매 후 반품불가(꼼꼼히 체크 후 가져가주세요! 시간 충분히 드립니다.)",2390000
2025-12-28,macbookair,15,2025,m4,16gb,256gb,1450000,2025 맥북 에어 15 M4 16G 256GB 미개봉,"2025 맥북 에어 15 M4 16G 256GB 미개봉 제품입니다.

서울, 경기 전지역 직거래 가능합니다

- 미드나이트 색상

- 16GB 메모리, 256GB 저장공간

- M4 칩

미개봉제품 2개 판매합니다.

1개당 145만원 판매합니다.",1890000
2025-12-28,macbookpro,14,2024,m3,8gb,512gb,1280000,맥북 프로 14 M3 98%,"애플 맥북프로 14 M3
- M3 CPU 8, GPU 10
- SSD 512 GB
- RAM 8 GB
- 배터리 98% / 사이클 71

액정 필름 씌우고, 키스킨 무조건하고 다녔습니다.
액정 기스, 키보드 번들거림 하나도 없습니다.

상태 아주 좋습니다.

지금 가지고 있는 노트북들 처분 좀 하느라 다 싸게 빨리 파려고 합니다.
많이 연락주세요.",2390000
2025-12-28,macbookair,13,2025,m4,16gb,256gb,1250000,맥북에어 13 M4 16GB/256GB(미개봉),"색상: 실버
품번: MW0W3KH/A

미개봉 신품입니다. 
애플코리아 정발이며, 한글키보드입니다.

저녁에는 대화역, 근무 중에는 파주 헤이리예술마을에서 직거래. 택배용 외부 박스 있어서 택배거래도 가능합니다.",1590000
2025-12-28,macbookair,13,2025,m4,16gb,256gb,1000000,맥북 에어 M4 13인치,"상태 SS급입니다
생활기스 맨눈으로 안보여요
램 16GB
SSD 256GB
풀박스에 충전기도 있습니다
환불X",1590000
2025-12-28,macbookair,13,2022,m2,16gb,256gb,850000,맥북에어 M2 13인치 16GB/256GB 최상급,"2025년 7월 제조된 맥북에어 M2칩 모델이에요. 
16GB 통합 메모리와 256GB SSD로 구성되어 있고,

8월11일 쿠팡구매후 활성화했습니다
 박스 셋이고 
최상급 입니다. 최상급 새제품급 찾는분께 추천 합니다 거의 안써서 기스같은거 없습니다

집에서 몇번 쓴게 다이고 밧데리 100퍼 입니다 
사이클 4회",1960000
2025-12-28,macbookair,13,2022,m2,16gb,256gb,850000,맥북 에어 M2 13인치 245GB,"풀박 맥북에어 M2 13인치 +애플 마우스

배터리 성능 100%
16GB / 245GB입니다.
제한보증 가능.(산지 1년도 안됨.)

정말 꺠끗하게 쓰고 잘 안써서 기스도 없습니다.
사진 인증시 하자확인 사진 가능.

애플 마우스도 산지 얼마 안됐고 저랑 안맞아서 몇번 안썼어요.
( 사진인증 가능.)
마우스 충전선도 같이 드릴게요!

쿨거래시 작은 사은품도 드리겠습니다~",1960000
2025-12-28,macbookair,13,2022,m2,8gb,256gb,800000,맥북 에어 M2 13인치 8GB SSD512,"배터리 성능 100%
구매 후 몇 번 사용하지 않고 보관만 했습니다
충전기 선이 구성품과 다르나 정품으로 구매한 제품입니다
우체국 택배 이용합니다",1690000
2025-12-28,macbookpro,13,2020,m1,8gb,256gb,700000,13인치 MacBook Pro M1 2020,"기스 하나 없고 집에서만 사용했습니다
아주 깔끔하고 뭐 하나 까진 부분도 없어요
매직마우스 2세대도 같이 드립니다
풀박스고 충전기고 뭐고 다 있습니다
포트도 같이 드릴게요 문의주세요",1690000
2025-12-28,macbookair,13,2020,m1,16gb,256gb,600000,맥북에어 M1 16GB/256gb,"- 램 16GB
- 저장 공간 256GB
- 충전 사이클 194회
- 배터리 성능 최대치 84%

얇고 가벼운 디자인으로 휴대성이 뛰어나고, 
고성능 M1 칩 덕분에 작업 속도도 빠릅니다 
화면은 33.7cm(2560 x 1600) Retina 디스플레이를 탑재했습니다 
사진에서 보이는 것처럼 약간의 찍힘이 있습니다 

풀박스 구성이며, 
제조년월은 21년 9월입니다.

가벼운 문서작업과 디자인작업만 해서 상태는 찍힘 외에 깨끗합니다.

직거래 선호하며, 택배시 착불로 진행합니다.",1560000
2025-12-27,macbookpro,14,2024,m3max,36gb,512gb,3000000,애플 맥북 프로14인치 M3 Max 팝니다,"애플 맥북 프로14인치 M3 Max 팝니다

사양
14인치
M3 Max 14코어
30코어 GPU
512gb
36gb RAM
스페이스블랙색상
키보드한글
모델명 Z1AU00059

새제품 입니다

동탄 목동 입니다",3990000
2025-12-27,macbookair,15,2024,m3,16gb,512gb,1400000,맥북 에어 15인치 M3 16GB 512GB 실버,"맥북 에어 15인치 M3 16GB 512GB 모델입니다.
모델명은 A3114, 색상은 실버 입니다.

새것과 같은 컨디션이며 
배터리 사이클 수 2, 성능 최대치 100% 입니다.

박스, 충전기, 맥세이프 케이블 풀구성입니다.

직거래(익산/전주), 택배거래, 안전결제 가능합니다.
택배거래 시 파손면책입니다. 초기불량에 대해서는 반품/교환 등으로 대응해드립니다. 
구매문의는 연락 부탁드립니다.
채팅 부탁드립니다.",2430000
2025-12-27,macbookair,13,2024,m3,8gb,256gb,1300000,맥북에어 M3 13인치,"맥북에어 M3 13인치 실버 모델이에요. 케이스와 함께 있어서 상태가 깔끔해 보입니다. 고성능 칩셋으로 작업용이나 개인용으로 모두 좋을 것 같아요! 오늘 초기화했어요 프리스비. 
프로그램은 얼마안돌려서 가벼운작업은 잘돌리고 게임도 잘될겁니다 편하게문의주세요",1590000
2025-12-27,macbookair,13,2025,m4,16gb,256gb,1070000,맥북에어 m4 13인치 256기가 새제품,"ios사용이 어색해서 외출한적도 없고 거의 사용하지 않은 새제품입니다.
스카이블루 색상이며 2달전 쿠팡에서 구입했습니다",1590000
2025-12-27,macbookair,13,2022,m2,8gb,512gb,900000,MacBook Air 13 - 미드나이트,"MacBook Air 13 - 미드나이트

2023.12.18 구매(₩1,990,000)
구매 후 거의 사용 안함

Apple M2 칩(8코어 CPU, 10코어 GPU, 16코어 Neural Engine)
8GB 통합 메모리
512GB SSD 저장 장치
True Tone을 갖춘 34.5cm Liquid Retina 디스플레이³
1080p FaceTime HD 카메라
MagSafe 3 충전 포트
Thunderbolt/USB 4 포트 2개
35W 듀얼 USB-C 포트 전원 어댑터
백라이트 Magic Keyboard(Touch ID 탑재) - 한국어
8GB 통합 메모리
512GB SSD 저장 장치
35W 듀얼 USB-C 포트 전원 어댑터",1960000
2025-12-27,macbookair,15,2023,m2,8gb,256gb,890000,(풀박스)맥북에어m2 15인치 256기가 실버 + 올필름지,"맥북에어m2 15인치 실버 색상입니다
맥북 바로 앞,옆, 화면액정,키보드에 필름지랑
커버 씌우고 사용하였고 원하시면 그대로 안 떼고
살짝 닦아서 보내드립니다!
박스 그대로있고 처음 구매할 때 있었던
포장지까지 그대로 보유중입니다
맥북충전기랑 설명서 같이 보내드립니다

배터리 성능94% 입니당
배터리 엄청엄청 오래가요!!
그리고 매우가볍습니다

256기가 8렘 입니다",1890000
2025-12-27,macbookpro,13,2022,m2,16gb,256gb,885000,맥북 프로 M2 13인치 터치바 풀박스 판매,"맥북 프로 M2 13인치 터치바 풀박스 판매합니다. 기본형 아닙니다

2022.9월 생산이고, 12.19일에 활성화 되었으며, 16GB 통합 메모리에 256GB SSD 사양이고, 코딩용으로 사용하고 보관 중입니다.

배터리 사이클 126, 배터리 최대성능치 92%이고, 구성품 풀박스입니다.

사진에 있는 파우치 드리고, 맨 마지막 사진처럼 작은 찍힘 하나 있어요. 나머지는 상태 아주 좋습니다.

직거래, 안전거래, 택배거래 모두 가능합니다. 아직도 현역으로 써도 빵빵한 것 아시쥬?",2060000
2025-12-27,macbookair,13,2024,m3,16gb,256gb,870000,맥북 에어 M3 13 256 16기가RAM 실버,"배터리 성능 99프로
상태 S급 풀박",1860000
2025-12-27,macbookair,13,2022,m2,8gb,256gb,780000,맥북에어13 m2 팝니다,"모델 - 맥북에어13 m2
사양 - 16ram, 256ssd
색상 - 스타라이트
보증 - 26년 12월 21일(25년 10월 제조품)
상태 - 3일 거치대 사용으로 기스, 찍힘등 없음
구성품 - 미사용",1690000
2025-12-26,macbookpro,16,2024,m4pro,24gb,512gb,2600000,맥북 프로 16 M4 Pro 14코어/20코어 24GB 512GB,"맥북 프로 16 M4 Pro 14코어/20코어 24GB 512GB  박스 및 모든 구성품 포함 2025.10 구입 상태 SS급, 사실상 새제품  일반 M4칩이 아니라 완전히 다른 급간인 M4 Pro칩입니다. 맥북 중에서는 거의 최강자 급의 성능입니다.  배터리 효율 100%, 사이클 수 21회입니다.  외대앞역이나 회기역 직거래합니다. 가까운 거리면 제가 직접 이동도 가능합니다.   직거래시 240에 드립니다.  택배 거래도 가능하나 파손 면책에 동의해주셔야 합니다. 포장은 잘 해드립니다.",3390000
2025-12-26,macbookpro,16,2024,m4pro,24gb,512gb,2400000,맥북 프로 16 M4 Pro 14코어/20코어 24GB 512GB 급처합니다,"맥북 프로 16 M4 Pro 14코어/20코어 24GB 512GB

박스 및 모든 구성품 포함
2025.10 구입
상태 SS급, 사실상 새제품
배터리 효율 100%, 사이클 21회

일반 M4칩이 아니라 완전히 다른 급간인 M4 Pro칩입니다. 맥북 중에서는 거의 최강자 급의 성능입니다.


외대앞역이나 회기역 직거래합니다. 가까운 거리면 제가 직접 이동도 가능합니다.

택배 거래도 가능하나 파손 면책에 동의해주셔야 합니다.",3390000
2025-12-26,macbookpro,14,2024,m4,16gb,512gb,1700000,맥북 프로 14 m4 기본형,"맥북 프로 14 m4 16gm램 512gb ssd입니다.

배터리 사이클 8 효율 100%

풀박스 신동급 집에서만 사용했습니다.

보증 26.03.10

서울 군자동 직거래

170만에 판매합니다.",2390000
2025-12-26,macbookair,15,2024,m3,16gb,512gb,1350000,맥북 에어 M3 15인치 16GB/512GB,"애플 맥북 에어 15인치 M3 칩 모델입니다.
박스, 충전기 포함되어 있습니다. 24년 10월 구매 후 업무용으로 매우 깔끔하게 사용했습니다.
투명 하드케이스도 같이 보내드립니다.

[구성품]
- 풀박스(어댑터+케이블+맥북 에어+박스)
- 투명 하드케이스

[상세모델명]
MXD13KH/A

[맥북 에어15 M3 세부사양]
- RAM : 16GB
- SSD : 512GB
- CPU : 8코어
- GPU : 10코어
- 색상 : 스페이스그레이
- 배터리 사이클수 : 38 (소폭 상승 가능)",2430000
2025-12-26,macbookair,13,2025,m4,16gb,512gb,1350000,미개봉 맥북 에어13 M4 512GB 실버,"미개봉 맥북 에어13 M4 512GB 판매합니다.
크리스마스 선물로 받았는데 이미 쓰고있는 노트북이 있어서 판매합니다!

직거래는 강남구 일원동 수서아파트로 와주셔야 하고
택배거래시 계좌이체 기준 금액입니다
안전거래는 구매자분이 수수료 부담 해주셔야 합니다.",1860000
2025-12-26,macbookair,15,2025,m4,16gb,256gb,1300000,맥북 에어 M4 15인치 싸이클 5회 / 천안,"16GB RAM / 256GB

2개월 전에 구매했는데 오자마자 케이스 끼우고 
집에서 유튜브 몇번 보다가 더이상 안써서 판매합니다.

사진으로 이미 보셨겠지만 거의 신품입니다. 

박스,충전기,거치대,파우치 싹 다 해서 135만원에 드리겠습니다

초기화 완료해뒀습니다.

천안에서 직거래만 가능합니다",1890000
2025-12-26,macbookair,13,2022,m2,16gb,512gb,950000,[급처 배터리100%] 맥북에어 M2 13 16G/512G 스페이스그레이,"정말 아끼던 풀스펙 M2 맥북에어 판매합니다.
군대에 입대해 있어, 좋은 기기를 집안에 묵혀두기보다 필요하신 분께 보내드리는 게 맞다고 생각하여 급하게 내놓게 되었습니다. 밖으로 들고 나간 적 없이 집에서만 조심스럽게 사용해 외관 상태는 거의 새 제품과 다름없습니다.

📌 핵심 스펙 및 상태
• 모델: 맥북에어 M2 13인치 (스페이스그레이)
• 사양: RAM 16GB / SSD 512GB (고급형 사양으로 작업 시 매우 쾌적합니다)
• 배터리 효율: 100% (성능 저하 전혀 없는 최상급 상태)
• 구성: 구매 당시 그대로의 풀박스 구성 (박스, 어댑터, 케이블 포함)

✨ 제품 특이사항
• 외관: 사진 보시다시피 찍힘이나 기스 전혀 없는 S급 상태입니다.
• 키보드: 별도 키보드를 주로 사용해서 번들거림이나 마모가 거의 없습니다.",2230000
2025-12-26,macbookair,15,2024,m3,8gb,256gb,950000,맥북에어 15 M3 8GB/256GB,"Apple 2024 MacBook Air 15 M3 256GB SSD/ 8GB RAM Space Gray


맥북에어 M3 15인치 2024년형 모델 판매합니다.
개인 사용 제품으로 외관과 기능 모두 새것에 가깝습니다.
실사용 거의 없고, 풀박스 구성품까지 완벽하게 보관 중입니다.

✅ 제품 정보
- 모델: MacBook Air 15-inch (M3, 2024)
- 칩셋: Apple M3
- 메모리: 8GB
- 저장공간: 256GB SSD
- 색상: 스페이스 그레이
- 보증: 만료
- 구성품: 풀박스 (본체 + 어댑터 + 케이블 + 박스)
- 영수증 있음
- 노트북 6팬 쿨러 거치대도 같이 드립니다😊

💡 상태 및 특징
- 스크래치, 찍힘 전혀 없음
- 배터리 성능 100% 
- 사용감 거의 없음 (실제 사용 횟수 적음)
- 초기화 완료 → 즉시 사용 가능

📌 전자기기 특성 상 구입 후, 반품 및 환불 불가합니다.",1890000
2025-12-26,macbookair,13,2022,m2,16gb,256gb,700000,Apple 맥북에어 13 M2 스타라이트 풀박 판매합니다.,"Apple 맥북 에어 13 M2 스타라이트 
제조 25/6 
M2 8코어 
256GB 
16GB 
MAC OS

쿠팡 25/9/6 구매 했습니다.
화면 보호필름 있습니다.
노트북 / 파워 각 파우치 같이 드립니다. 
박스 있습니다.
노트북 상태 보기에 스크래치 없긴 하지만 
현미경으로 보면 있을 수 있어요^^;;; 

직거래 원하며..! 하남시청역 가능합니다.
또는 차 가져오시면 주차등록 해드리겠습니다.. 
주변이 차 댈곳이 애매해서요..!

010-8709-삼구구8 연락 주세요~~!",1960000
2025-12-26,macbookair,13,2022,m2,8gb,256gb,690000,[급처]맥북에어M2 8g 256gb 13인치,"급하게 판매하는 
맥북 에어 M2 8g 256gb 13인치입니다

 거의 사용하지 않아 상태 좋습니다. 색상은 스페이스 그레이입니다. 박스는 없고 충전기는 있습니다

배터리효율91%",1690000
2025-12-26,macbookair,13,2020,m1,16gb,256gb,600000,맥북 에어 M1 13인치,"맥북에어 M1
-13인치
-16gb RAM
-256gb SSD
-배터리 효율 100
-배터리 사이클 3
-스페이스 그레이

구성 풀박스 상태로 보관중",1560000
2025-12-26,macbookpro,13,2022,m2,8gb,256gb,500000,맥북 M2 프로 13인치 ( 2022 ),"옆 끝 부분 찍힘 있습니다 베터리 성능은 78퍼센트고
박스는 없습니다 구성품은 충전기 본체만 있습니다

램 8기가 용량 256기가

맥미니 m4랑 교환도 받습니다

네고는 정중히 거절하겠습니다 ㅠㅠ",1790000
2025-12-26,macbookair,13,2020,m1,8gb,256gb,480000,애플 맥북에어 실버,"애플 맥북 에어 M1 칩 13인치 스페이스 그레이  - 선물 받은 후 실사용 거의 없습니다! - 작은 찍힘은 하나 있지만 액정, 스피커 등 기능상 하자는 없습니다. -쿨거래시 네고 가능합니다",1290000
2025-12-25,macbookpro,14,2024,m3pro,18gb,1tb,1500000,맥북 m3 pro 18gb 1tb 14인치 12코어,"2023년 11월 구매한 맥북프로 M3 Pro 14인치 모델이에요. 18GB 메모리와 1테라 저장용량으로 구성되어 있고, 상태 양호합니다.
배터리 89%입니다

충전기 포함 박스는 없습니다

평택역쪽 직거래만 가능합니다

편집하다가 더 사용을 안해서 판매합니다

초기화 해둔상태입니다

택배거래나 직거래 가능합니다",3060000
2025-12-25,macbookpro,14,2021,m1pro,16gb,512gb,1000000,맥북 프로 M1 Pro 14인치,"맥북 프로 14인치 스페이스 그레이(M1 Pro, 8C/14C, 16GB/512GB) 판매합니다.
현재 보증은 만료되었고 올해 6월 공식 센터에서 보증수리로 로직 보드 및 인클로져를 포함한 하판을 전체 교체한 제품이며 수리 영수증도 보관하고 있습니다.
배터리 사이클은 40, 성능 상태는 100%로 양호합니다.
케이스 착용 후 조심히 사용하여 외관 상태는 신품급으로 찍힘 없이 아주 깨끗하지만 디스플레이 왼쪽 상단에 약간의 흠집이 있습니다.(깨진 것은 아니고, 표면에만 조금 긁힘) 사용 시 거슬리지는 않습니다.
애플 진단 결과 이상 없고, 디스플레이 불량화소 없습니다. 구매 시 함께 진단도 가능합니다.
현재 힐링쉴드 슈페리어 저반사 지문방지 필름 부착된 상태이며 검은색 보호 케이스 같이 드립니다.
구성품은 박스와 랩탑 본품만 있습니다.",2690000
2025-12-25,macbookair,13,2024,m3,8gb,256gb,830000,24년도 신품급 맥북 에어 m3 13인치 8기가 256 팝니다,"애플 맥북 에어 13인치 M3 칩 2024년 모델 판매합니다
- 색상은 미드나이트
- 풀박스, 1년전 구매 후 외출x,실사용기간 20시간 미만입니다
구매하자마자 액정필름,본체필름,키보드덮개,케이스 착용 후 한번도 뺀적 없는 거의 신품급 상태입니다.
8기가 256입니다

쿨거래하시는분 프레임바이 10만원짜리
사진에 있는 듀얼 거치대 같이 드립니다.


평일 21시 이후 신월1동 부근 직거래
 19시~19시30분 역삼역 부근 직거래",1590000
2025-12-25,macbookair,13,2022,m2,16gb,256gb,770000,M2 맥북에어 13인치 16GB 256GB 스타라이트 S급 풀박스,"M2 맥북에어 13인치
16GB RAM
256GB SSD
스타라이트 S급 풀박스 판매합니다.

8월에 구매 후에 단순개봉만 하고 쭉 보관만 해왔습니다. 초기 포장 비닐까지 전부 가지고 있습니다. 그냥 새상품이라고 보시면 됩니다. 제한보증 내년 8월까지 남아있습니다.

배터리 사이클수 2, 효율 100%입니다.
구성품은 미사용 상태로 박스와 함께 보관 중입니다.

직거래는 가천대 - 잠실 사이에서 조율 가능합니다.
편하게 연락주세요.",1960000
2025-12-25,macbookair,13,2022,m2,8gb,256gb,750000,안전거래) 맥북 에어 M2 13인치 50시간사용 급처,"올해 초 애플 공홈에서 구매했습니다.

사용을 진짜 안해서 판매합니다.

13인치 256기가 미드나이트 색상입니다
배터리 성능 100퍼 사이클 20입니다

풀세트 풀박스이구요
파우치도 드립니다
싸게판매합니다 

부산 직거래 or 택배거래 합니다 (택포가격)
연락주세요",1690000
2025-12-25,macbookair,13,2022,m2,8gb,256gb,730000,맥북에어 13인치 m2 풀박,"풀박스 기스없고 상태 좋습니다 미드나이트
배터리 92프로 입니다
8기가램 256기가

네고문의는 죄송합니다
갤럭시 생태계로 넘어가서 일괄 판매합니다

일산 직거래",1690000
2025-12-24,macbookpro,16,2024,m3pro,18gb,512gb,1950000,macbook Pro 16 M3 PRO,"Macbook pro 16 M3 pro
CPU 12코어
GPU 18코어
18GB
512GB
실버 

사이클수 13회
배터리효율 100%

박스 노트북거치대 충전기 

애플케어 26.12.17 일까지 

전신보호필름하고 케이스 해놓은상태여서 A급입니다.

집에서 유튜브용으로 사용하였습니다.",3390000
2025-12-24,macbookair,15,2024,m3,16gb,2tb,1700000,맥북에어 m3 15 16gb 2TB,맥북에어 m3 15인치 16gb 2TB 미개봉입니다.,3240000
2025-12-24,macbookair,13,2025,m4,16gb,256gb,1200000,미개봉) 2025 맥북에어 M4 13인치 256gb,"미개봉)애플 맥북 에어 13인치 M4 칩 미드나이트모델입니다

- 16GB 메모리
- 256GB 저장 공간

교환, 환불 불가입니다
현장에누리 바로 거래파기입니다
차비 제공 등 안됩니다
직거래는 경기 양주, 덕정역입니다",1590000
2025-12-24,macbookpro,16,2021,m1pro,32gb,512gb,1160000,M1 맥북 프로 16인치 램 32기가 ssd 512gb 판매합니다,"M1 맥북 프로 16인치 32기가 스페이스 그래이 판매합니다
외관상태는 정말 새것같습니다. 케이스에 넣어서 사용해서 눈에띄는 찍힘 기스 없습니다. 

m1 10 core 16 guy core 네 32gb 램 모델입니다

m4 모델로 갈아타게 되어 판매합니다. 

박스 맥세이프케이블 충전기 포함 풀박스 로 판매합니다",3930000
2025-12-24,macbookair,13,2022,m2,16gb,256gb,835000,맥북에어 M2 13인치 16/512,"맥북 에어 13인치입니다. 

사용은 2년 반 사용했습니다. 
눈이 안좋아져서 15인치로 바꾸느라 판매합니다. 

사이클수 : 141
성능 최대치 : 90%
메모리 : 16g 
SSD : 512
색상 : 미드나이트
구성품 : 본체, 케이블, 충전기 (usb-c, 충전포트 2개), 박스

보호필름을 스크린, 내외부에 다 붙여 사용해서 깨끗합니다. 
위에만 커버를 떼었어요. 확인차. 기스하나 없이 깨끗합니다. 
원하시면 전부 떼어서 드리겠습니다. 

키보드는 주로 사용하는 키위주로 사용감 있습니다. 
사진 확인 부탁드리구요. 
영상통화 확인 가능합니다. 보고 안사셔도 됨. 

네고 문의는 받지 않겠습니다.

직거래 가능합니다. 
고양시 또는 영등포 타임스퀘어 쪽 가능합니다. 영등포는 가끔 나가 일정을 맞춰야 할 것 같아요.",1960000
2025-12-24,macbookair,13,2022,m2,16gb,256gb,780000,맥북 에어 M2 13.6inch 16GB/256GB,"맥북 에어 M2 
13.6inch 
16GB
256GB
배터리 효율 100%

박스포함 구성품 모두 보관중
케이스 착용 후 벗긴적 없는 신품급",1960000
2025-12-24,macbookair,13,2020,m1,8gb,256gb,370000,맥북 에어 M1 2021년형 13인치,"애플 맥북 에어 13인치 M1 칩 실버 색상입니다
- 8코어 CPU와 7코어 GPU
- 256GB SSD, 8GB RAM
- 무게는 1.29kg으로 가볍고 얇아서 휴대성이 좋습니다

풀박스, 충전기 포함입니다

배터리정상이고 마지막사진에 싸이클 올려놓았습니다

전체적으로 상태 좋고
안쪽은 매우 상태 깨끗합니다

윈도우만 거의써서 판매합니다

37만원 마지막가격입니다 이번주안에 안팔리면 그냥 사용할려고합니다",1290000
2025-12-23,macbookpro,16,2021,m1max,64gb,2tb,2650000,맥북 프로 16 M1 Max 64GB 2TB 풀박스,"애플 맥북 프로 16인치 2021년형 M1 Max 칩 모델 판매합니다

- 칩: Apple M1 Max
- 메모리: 64GB
- 저장 공간: 2TB
- 디스플레이: 내장 Liquid Retina XDR 디스플레이 40.9cm(3456 x 2234)
- 배터리 성능 최대치: 96%

구성품은 풀박스 그대로 모두 드립니다

보호필름 붙여서 사용해서 깨끗하게 사용했어요.
거의 새상품 구입해서 저도 별로 사용하지 않아서 판매합니다.

택배거래 안하고 직거래만 합니다.
평일엔 인천공항 1터미널 또는 업무단지쪽에서 가능하고,
주말엔 경기광주 터미널이나 보건소쪽 가능해요.",5040000
2025-12-23,macbookpro,16,2024,m3pro,18gb,512gb,1998000,맥북 프로 16인치 M3 Pro 풀박스,"제품명: Apple MacBook Pro 16″ (M3 Pro)

색상 / 구성: 스페이스 그레이/ 풀박스 + 충전기 + 케이블 포함

사양: CPU 12코어(M3 Pro) / RAM 18GB / SSD 512GB

상태: 배터리 사이클 [ 43회 ] / 최대성능 [ 100% ]
맥북살 때 가장 중요한 부분입니다.

특징: 웹서핑,영화시청 목적으로 사용

사용감: 없음

기타: 흠집 없으며, 웹서핑용으로 사용해서 배터리 성능 100%입니다.

서울 직거래합니다.",3390000
2025-12-23,macbookair,15,2025,m4,16gb,512gb,1750000,미개봉 맥북 에어 15 M4 실버 512GB,"맥북 에어 15인치 M4 실버 색상 미개봉 새제품입니다!

편하게 연락 주세요!",2160000
2025-12-23,macbookpro,16,2021,m1max,32gb,512gb,1700000,맥북 프로 16인치 M1 max 64램 512기가 스페이스그레이,"2021년형이고 22년 초 쿠팡에서 
498만 주고 구매했습니다
본 박스에 넣어 드리겠습니다

높은 사양 답게 훌륭한 제품이구요
덕분에 좋은 일이 많이 생겼었습니다

- 자주 사용했으나 고장없이 잘 사용했습니다
- 액정필름 사용했고 본체도 깨끗합니다
- 케이블 어댑터는 기스, 변색, 사용감이 많습니다
- 애플케어 없습니다
- 사이클 485, 효율 83%

용량 512기가 저도 아쉬운데..
외장ssd 썬더볼트 연결해 사용하시면 해소됩니다
(ex 에펙 디스크 캐시 용도, 대용량 파일 왔다갔다)
그리고 덩치도 커서 무게가 꽤 나갑니다..

참고하셔서 꼭 필요하신 분이 구매하셨으면 좋겠네요
금액이 커서 직거래만 하겠습니다~

dmc역, 홍대입구역, 구디역 직거래 선호",3690000
2025-12-23,macbookair,13,2025,m4,16gb,256gb,1300000,맥북에어 M4 13인치 16/512 팝니다,"7월에 구매한 제품입니다
입원 생활하면서 사용하려고 구매했는데
거의 사용을 안해서 판매합니다
배터리 사이클 12회
직거래 일산 백병원 근처",1590000
2025-12-23,macbookair,13,2022,m2,16gb,512gb,1000000,맥북 에어 M2 13인치 애케플 16/512 판매합니다,"애플 맥북 에어 M2 13인치 판매합니다!

램 16GB SSD 512GB
스페이스 그레이

애케플 기간 25.12.30까지입니다.
모서리 한쪽에 까짐 제외하고는 하자 없습니다.

데스크탑 PC가 있어 대학교 다니면서 
라이트하게 사용했고 현재 입대하게 되어 판매합니다.

박스 전부 있으며 96W 애플 정품 충전기와
두들잇 접지 덕헤드 함께 드립니다.

직거래 선호하며 택배 거래도 가능합니다.
연락주세요!",2230000
